id,localizacion,latitud,longitud,magnitud,time,profundidad,mes,ano,estado,estatus,hora,minuto
939,29 km al NOROESTE de COQUIMATLAN,19.28,-104.07,5.3,0.939108796,5,3,2000,COL,revisado,22,32
940,81 km al SUROESTE de HUIXTLA,14.59,-92.97,5.9,0.68162037,35,3,2000,CHIS,revisado,16,21
941,57 km al SUROESTE de H GUAYMAS,27.55,-111.3,5.4,0.933159722,10,3,2000,SON,revisado,22,23
942,33 km al OESTE de LA MIRA,18.06,-102.64,5.1,0.566435185,10,4,2000,MICH,revisado,13,35
943,74 km al SURESTE de SALINA CRUZ,15.76,-94.66,5,0.123391204,88,6,2000,OAX,revisado,2,57
944,124 km al SUR de CD HIDALGO,13.56,-92.16,5.4,0.130613426,18,6,2000,CHIS,revisado,3,8
945,156 km al SURESTE de CD HIDALGO,13.63,-91.19,5,0.268356481,41,6,2000,CHIS,revisado,6,26
946,45 km al SUROESTE de CHIAUTLA DE TAPIA,18.09,-98.97,6,0.051145833,48,7,2000,PUE,revisado,1,13
947,73 km al SUR de CD HIDALGO,14.03,-92.05,5,0.9784375,12,7,2000,CHIS,revisado,23,28
948,148 km al SURESTE de CD HIDALGO,13.72,-91.19,5,0.807743056,14,8,2000,CHIS,revisado,19,23
949,35 km al OESTE de LA MIRA,17.99,-102.66,7,0.279016204,16,8,2000,MICH,revisado,6,41
950,327 km al SURESTE de CABO SAN LUCAS,20.27,-108.45,5.4,0.448877315,34,8,2000,BCS,revisado,10,46
951,27 km al NORTE de HUIXTLA,15.38,-92.51,5.8,0.625474537,168,10,2000,CHIS,revisado,15,0
952,28 km al SUROESTE de LA MIRA,17.94,-102.58,5.4,0.338715278,14,12,2000,MICH,revisado,8,7
953,183 km al SUROESTE de MAPASTEPEC,14.27,-94.09,6,0.945960648,7,12,2000,CHIS,revisado,22,42
954,142 km al ESTE de SAN JOSE DEL CABO,22.83,-108.35,5.5,0.455706019,15,12,2000,BCS,revisado,10,56
955,157 km al SUROESTE de MANZANILLO,17.99,-105.31,5.3,0.459016204,13,12,2000,COL,revisado,11,0
956,38 km al SUR de PIJIJIAPAN,15.34,-93.24,6.1,0.823773148,66,1,2001,CHIS,revisado,19,46
957,165 km al SUROESTE de CD HIDALGO,13.85,-93.42,5,0.321863426,19,1,2001,CHIS,revisado,7,43
958,66 km al NORESTE de LORETO,26.5,-110.96,5.1,0.819976852,5,1,2001,BCS,revisado,19,40
959,41 km al SUROESTE de MAPASTEPEC,15.1,-93.03,6.3,0.800613426,108,1,2001,CHIS,revisado,19,12
960,17 km al SURESTE de PINOTEPA NACIONAL,16.2,-97.98,5,0.346979167,25,1,2001,OAX,revisado,8,19
961,32 km al SURESTE de SAN JOSE DEL CABO,22.97,-109.41,5.1,0.675231481,10,2,2001,BCS,revisado,16,12
962,312 km al ESTE de CD HIDALGO,14.1,-89.32,5,0.528576389,20,2,2001,CHIS,revisado,12,41
963,14 km al NORTE de COYUCA DE BENITEZ,17.13,-100.06,5.2,0.178888889,32,3,2001,GRO,revisado,4,17
964,15 km al NORTE de COYUCA DE BENITEZ,17.14,-100.1,5.3,0.665231481,32,3,2001,GRO,revisado,15,57
965,118 km al SUR de CD HIDALGO,13.62,-92.01,5,0.662615741,16,4,2001,CHIS,revisado,15,54
966,73 km al SUROESTE de MANZANILLO,18.51,-104.71,6.2,0.643703704,10,4,2001,COL,revisado,15,26
967,134 km al ESTE de LA PAZ,24.14,-108.99,5.4,0.422199074,14,5,2001,BCS,revisado,10,7
968,118 km al SUR de CD HIDALGO,13.62,-92.01,5.3,0.227025463,16,5,2001,CHIS,revisado,5,26
969,186 km al SUROESTE de MAPASTEPEC,13.98,-93.75,5,0.504733796,152,5,2001,CHIS,revisado,12,6
970,27 km al SUROESTE de CD DE ARMERIA,18.81,-104.19,5.4,0.010868056,16,5,2001,COL,revisado,0,15
971,91 km al SUR de CD HIDALGO,13.86,-92.06,5,0.389895833,16,5,2001,CHIS,revisado,9,21
972,88 km al SUROESTE de CIHUATLAN,18.64,-105.12,6.5,0.973344907,12,5,2001,JAL,revisado,23,21
973,405 km al SUR de CABO SAN LUCAS,19.34,-108.96,5.5,0.574953704,38,5,2001,BCS,revisado,13,47
974,106 km al SURESTE de CD HIDALGO,14.07,-91.39,5,0.023993056,18,6,2001,CHIS,revisado,0,34
975,38 km al OESTE de LA MIRA,17.97,-102.68,5.3,0.948865741,15,6,2001,MICH,revisado,22,46
976,166 km al ESTE de CACAHOATAN,15.07,-90.62,5.2,0.533761574,88,6,2001,CHIS,revisado,12,48
977,216 km al SUROESTE de CIHUATLAN,17.92,-106.08,5,0.270428241,42,6,2001,JAL,revisado,6,29
978,98 km al SUROESTE de CD HIDALGO,13.85,-92.46,5,0.510243056,52,7,2001,CHIS,revisado,12,14
979,122 km al SUR de CD HIDALGO,13.58,-92.12,5.4,0.030300926,16,8,2001,CHIS,revisado,0,43
980,124 km al SUR de CD HIDALGO,13.57,-92.34,5.2,0.035196759,27,8,2001,CHIS,revisado,0,50
981,40 km al SUROESTE de ARRIAGA ,15.96,-94.14,5.5,0.553900463,43,8,2001,CHIS,revisado,13,17
982,40 km al OESTE de PINOTEPA NACIONAL,16.29,-98.42,5.2,0.935034722,3,9,2001,OAX,revisado,22,26
983,11 km al ESTE de HUIXTLA,15.16,-92.37,5.4,0.176111111,91,9,2001,CHIS,revisado,4,13
984,55 km al SUROESTE de CD LAZARO CARDENAS,17.57,-102.54,5,0.630613426,19,9,2001,MICH,revisado,15,8
985,9 km al SUROESTE de COYUCA DE BENITEZ,16.94,-100.14,6.1,0.902303241,4,10,2001,GRO,revisado,21,39
986,11 km al OESTE de COYUCA DE BENITEZ,17,-100.19,5.4,0.974444444,4,10,2001,GRO,revisado,23,23
987,87 km al SUROESTE de GUASAVE,24.89,-108.9,5.3,0.891979167,10,10,2001,SIN,revisado,21,24
988,44 km al SUROESTE de PINOTEPA NACIONAL,15.96,-98.17,5.9,0.464733796,9,11,2001,OAX,revisado,11,9
989,125 km al SUROESTE de MAZATLAN,22.31,-107.12,5.8,0.158032407,16,11,2001,SIN,revisado,3,47
990,12 km al SUROESTE de COYUCA DE BENITEZ,16.96,-100.19,5.1,0.028900463,5,11,2001,GRO,revisado,0,41
991,55 km al SUROESTE de PIJIJIAPAN,15.41,-93.64,6.4,0.355972222,36,11,2001,CHIS,revisado,8,32
992,33 km al SURESTE de GPE VICTORIA(KM.43),32.04,-114.91,5.7,0.733449074,10,12,2001,BC,revisado,17,36
993,13 km al NORTE de UNION HIDALGO,16.59,-94.81,5,0.66431713,100,12,2001,OAX,revisado,15,56
994,440 km al SUR de CABO SAN LUCAS,18.94,-109.42,5.3,0.853680556,20,1,2002,BCS,revisado,20,29
995,46 km al SUROESTE de PIJIJIAPAN,15.43,-93.55,6.7,0.715219907,76,1,2002,CHIS,revisado,17,9
996,9 km al OESTE de LOMA BONITA,18.1,-95.97,5.6,0.112546296,109,1,2002,OAX,revisado,2,42
997,44 km al SUROESTE de VENUSTIANO CARRANZA,15.96,-92.69,5,0.024108796,214,2,2002,CHIS,revisado,0,34
998,54 km al SUROESTE de HUIXTLA,14.78,-92.8,5.8,0.724467593,74,2,2002,CHIS,revisado,17,23
999,10 km al SUROESTE de GPE VICTORIA(KM.43),32.2,-115.14,5.5,0.564398148,5,2,2002,BC,revisado,13,32
1000,38 km al NOROESTE de ARRIAGA ,16.38,-94.22,5,0.246168981,112,2,2002,CHIS,revisado,5,54
1001,59 km al SURESTE de CD HIDALGO,14.47,-91.65,5.1,0.963391204,118,3,2002,CHIS,revisado,23,7
1002,127 km al SUROESTE de CD HIDALGO,13.89,-93.01,5.4,0.715185185,20,3,2002,CHIS,revisado,17,9
1003,94 km al SURESTE de SALINA CRUZ,15.44,-94.76,5.1,0.788506944,16,4,2002,OAX,revisado,18,55
1004,72 km al SUROESTE de TECPAN,16.77,-101.12,6.5,0.001909722,22,4,2002,GRO,revisado,0,2
1005,39 km al SUR de PETATLAN,17.19,-101.34,5.3,0.250474537,16,4,2002,GRO,revisado,6,0
1006,115 km al SUROESTE de ZIHUATANEJO,16.66,-101.89,6,0.539803241,12,4,2002,GRO,revisado,12,57
1007,85 km al SUROESTE de PETATLAN,16.84,-101.62,5.5,0.542106481,16,4,2002,GRO,revisado,13,0
1008,122 km al OESTE de CIHUATLAN,19.23,-105.72,5,0.641331019,25,4,2002,JAL,revisado,15,23
1009,292 km al SURESTE de CD HIDALGO,13.06,-90.02,5.1,0.871099537,37,4,2002,CHIS,revisado,20,54
1010,122 km al ESTE de CD HIDALGO,14.57,-91.02,5,0.596481481,165,5,2002,CHIS,revisado,14,18
1011,59 km al SUROESTE de SAN MARCOS,16.29,-99.56,5.1,0.690243056,17,5,2002,GRO,revisado,16,33
1012,24 km al NORESTE de PUERTO ESCONDIDO,15.98,-96.88,5,0.460405093,14,6,2002,OAX,revisado,11,2
1013,12 km al NORESTE de PUERTO ESCONDIDO,15.91,-96.97,5.6,0.500601852,23,6,2002,OAX,revisado,12,0
1014,12 km al SUROESTE de PINOTEPA NACIONAL,16.24,-98.09,5.5,0.701481481,8,6,2002,OAX,revisado,16,50
1015,128 km al SURESTE de CD HIDALGO,13.75,-91.45,5.1,0.1359375,32,6,2002,CHIS,revisado,3,15
1016,190 km al SUR de SALINA CRUZ,14.51,-94.8,5.2,0.09318287,16,6,2002,OAX,revisado,2,14
1017,21 km al SURESTE de CRUCECITA,15.6,-96.05,5.3,0.850902778,9,8,2002,OAX,revisado,20,25
1018,100 km al SUROESTE de PINOTEPA NACIONAL,15.74,-98.75,5,0.875416667,16,8,2002,OAX,revisado,21,0
1019,17 km al OESTE de RIO GRANDE,16.04,-97.59,5,0.506111111,15,8,2002,OAX,revisado,12,8
1020,67 km al SUROESTE de TECPAN,16.69,-100.93,5.3,0.674803241,19,8,2002,GRO,revisado,16,11
1021,45 km al SUROESTE de HUETAMO,18.43,-101.27,5,0.883958333,56,9,2002,MICH,revisado,21,12
1022,17 km al SUR de COYUCA DE BENITEZ,16.86,-100.12,5.3,0.551944444,5,9,2002,GRO,revisado,13,14
1023,8 km al SURESTE de TECPAN,17.16,-100.59,5.4,0.086782407,37,9,2002,GRO,revisado,2,4
1024,102 km al ESTE de SAN JOSE DEL CABO,23.22,-108.73,6.2,0.464212963,35,10,2002,BCS,revisado,11,8
1025,45 km al SUR de CRUCECITA,15.37,-96.04,5.8,0.403738426,8,10,2002,OAX,revisado,9,41
1026,41 km al SURESTE de CRUCECITA,15.43,-95.98,5.1,0.814178241,7,10,2002,OAX,revisado,19,32
1027,44 km al SUR de ZIHUATANEJO,17.25,-101.6,5.2,0.1671875,4,11,2002,GRO,revisado,4,0
1028,50 km al OESTE de CIHUATLAN,19.2,-105.04,5.1,0.336921296,10,11,2002,JAL,revisado,8,5
1029,124 km al SUR de SAN MARCOS,15.68,-99.29,5.1,0.418402778,16,11,2002,GRO,revisado,10,2
1030,17 km al SUROESTE de PINOTEPA NACIONAL,16.21,-98.14,5.3,0.722708333,4,11,2002,OAX,revisado,17,20
1031,93 km al SURESTE de CD HIDALGO,13.88,-91.89,5.8,0.760034722,30,11,2002,CHIS,revisado,18,14
1032,103 km al ESTE de LAS MARGARITAS,16.26,-91.02,5.1,0.4121875,5,11,2002,CHIS,revisado,9,53
1033,160 km al OESTE de CIHUATLAN,18.94,-106.05,5.2,0.628541667,15,11,2002,JAL,revisado,15,5
1034,216 km al SUROESTE de CIHUATLAN,18.64,-106.52,5.4,0.85625,10,11,2002,JAL,revisado,20,33
1035,216 km al SUROESTE de CIHUATLAN,18.71,-106.54,5.3,0.870243056,10,11,2002,JAL,revisado,20,53
1036,344 km al SURESTE de CD HIDALGO,13.11,-89.4,5,0.013819444,48,12,2002,CHIS,revisado,0,19
1037,14 km al SUR de PETATLAN,17.41,-101.26,5.5,0.881655093,29,12,2002,GRO,revisado,21,9
1038,23 km al OESTE de COYUCA DE BENITEZ,16.97,-100.3,5.3,0.838912037,30,1,2003,GRO,revisado,20,8
1039,156 km al SURESTE de CD HIDALGO,13.36,-91.64,6.8,0.865902778,17,1,2003,CHIS,revisado,20,46
1040,144 km al SURESTE de CD HIDALGO,13.6,-91.41,5.1,0.046516204,15,1,2003,CHIS,revisado,1,6
1041,46 km al SUROESTE de CD DE ARMERIA,18.6,-104.22,7.6,0.837893519,9,1,2003,COL,revisado,20,6
1042,50 km al SUR de MANZANILLO,18.61,-104.42,5.2,0.85349537,5,1,2003,COL,revisado,20,29
1043,42 km al SUROESTE de MANZANILLO,18.74,-104.55,5.8,0.570625,16,1,2003,COL,revisado,13,41
1044,28 km al SUROESTE de MANZANILLO,18.85,-104.48,5.2,0.594189815,5,1,2003,COL,revisado,14,15
1045,20 km al SUROESTE de SUCHIAPA,16.51,-93.23,5.8,0.43818287,216,2,2003,CHIS,revisado,10,30
1046,169 km al SURESTE de CD HIDALGO,13.42,-91.27,5.5,0.542488426,39,2,2003,CHIS,revisado,13,1
1047,82 km al SUROESTE de GPE VICTORIA(KM.43),31.63,-115.51,5,0.190324074,8,2,2003,BC,revisado,4,34
1048,77 km al SUROESTE de CIHUATLAN,18.81,-105.14,5.5,0.945798611,16,2,2003,JAL,revisado,22,41
1049,53 km al SUROESTE de HUATABAMPO,26.51,-110.04,6.5,0.737291667,12,3,2003,SON,revisado,17,41
1050,46 km al ESTE de LAS GUACAMAYAS,18.01,-101.78,5.1,0.072488426,25,3,2003,MICH,revisado,1,44
1051,53 km al SUROESTE de HUETAMO,18.29,-101.26,5,0.173194444,69,5,2003,MICH,revisado,4,9
1052,206 km al SUROESTE de CIHUATLAN,17.72,-105.7,6.2,0.477210648,10,5,2003,JAL,revisado,11,27
1053,140 km al SUROESTE de ELDORADO,23.29,-108.16,5.4,0.008078704,16,7,2003,SIN,revisado,0,11
1054,270 km al SUROESTE de CIHUATLAN,18.57,-107.03,5.3,0.62306713,4,7,2003,JAL,revisado,14,57
1055,26 km al SUROESTE de HUETAMO,18.44,-101.05,5,0.787314815,77,7,2003,MICH,revisado,18,53
1056,187 km al SUROESTE de CIHUATLAN,18.5,-106.16,5.3,0.845775463,10,8,2003,JAL,revisado,20,17
1057,113 km al SURESTE de CD HIDALGO,14.08,-91.3,5.5,0.061481481,193,8,2003,CHIS,revisado,1,28
1058,231 km al OESTE de CIHUATLAN,18.73,-106.69,5.5,0.767395833,16,8,2003,JAL,revisado,18,25
1059,167 km al NORESTE de GUERRERO NEGRO,29.41,-113.61,5.9,0.954849537,16,11,2003,BCS,revisado,22,54
1060,27 km al SUROESTE de PETATLAN,17.34,-101.42,6.3,0.730428241,6,1,2004,GRO,revisado,17,31
1061,28 km al SUROESTE de PETATLAN,17.3,-101.36,5.8,0.748634259,14,1,2004,GRO,revisado,17,58
1062,19 km al NOROESTE de PUERTO ESCONDIDO,16,-97.17,5.1,0.576608796,20,1,2004,OAX,revisado,13,50
1063,17 km al NOROESTE de PUERTO ESCONDIDO,15.99,-97.15,5.7,0.645115741,16,1,2004,OAX,revisado,15,28
1064,41 km al SUROESTE de ISLA,17.68,-95.65,5.1,0.63412037,116,1,2004,VER,revisado,15,13
1065,55 km al OESTE de LA MIRA,18.16,-102.83,5.2,0.549699074,12,2,2004,MICH,revisado,13,11
1066,122 km al NORESTE de SAN JOSE DEL CABO,23.75,-108.78,5.2,0.751226852,10,2,2004,BCS,revisado,18,1
1067,118 km al NORESTE de SAN JOSE DEL CABO,23.68,-108.77,5.4,0.75287037,10,2,2004,BCS,revisado,18,4
1068,146 km al SUROESTE de CD CONSTITUCION,24.69,-113.07,5.2,0.80875,10,2,2004,BCS,revisado,19,24
1069,87 km al NOROESTE de CD CONSTITUCION,25.33,-112.47,5.4,0.127650463,20,2,2004,BCS,revisado,3,3
1070,139 km al NORESTE de SAN JOSE DEL CABO,24.02,-108.83,5.7,0.20787037,16,2,2004,BCS,revisado,4,59
1071,22 km al SUROESTE de MAPASTEPEC,15.36,-93.08,5.1,0.107847222,108,2,2004,CHIS,revisado,2,35
1072,165 km al SUROESTE de CD HIDALGO,13.3,-92.73,5.2,0.245208333,10,2,2004,CHIS,revisado,5,53
1073,144 km al SUROESTE de CD HIDALGO,13.47,-92.66,5.6,0.515497685,10,2,2004,CHIS,revisado,12,22
1074,109 km al SUROESTE de CD HIDALGO,13.8,-92.61,5.1,0.116643519,10,2,2004,CHIS,revisado,2,47
1075,157 km al SUROESTE de TONALA,14.79,-94.35,5,0.264953704,34,3,2004,CHIS,revisado,6,21
1076,124 km al SUR de TECOMAN,17.79,-103.77,5.1,0.335023148,22,3,2004,COL,revisado,8,2
1077,93 km al SUR de CD HIDALGO,13.84,-92.25,5,0.006701389,20,4,2004,CHIS,revisado,0,9
1078,60 km al NORESTE de MATIAS ROMERO,17.33,-94.74,5.2,0.530787037,144,4,2004,OAX,revisado,12,44
1079,192 km al SUROESTE de CIHUATLAN,18.09,-105.93,5.2,0.971875,9,5,2004,JAL,revisado,23,19
1080,210 km al SUROESTE de CIHUATLAN,18.09,-106.15,5.3,0.012164352,15,5,2004,JAL,revisado,0,17
1081,142 km al SURESTE de CD HIDALGO,14.11,-90.97,5.2,0.008773148,120,5,2004,CHIS,revisado,0,12
1082,167 km al SUROESTE de CD HIDALGO,14.01,-93.54,5.3,0.604618056,14,5,2004,CHIS,revisado,14,30
1083,85 km al OESTE de LA MIRA,17.87,-103.11,5.4,0.965231481,16,5,2004,MICH,revisado,23,9
1084,18 km al SUROESTE de PINOTEPA NACIONAL,16.22,-98.16,6.4,0.746076389,10,6,2004,OAX,revisado,17,54
1085,81 km al OESTE de PLAYAS DE ROSARITO,32.33,-117.92,5,0.728333333,10,6,2004,BC,revisado,17,28
1086,142 km al SUROESTE de HUIXTLA,14.24,-93.41,5,0.172731481,9,8,2004,CHIS,revisado,4,8
1087,46 km al NOROESTE de MATIAS ROMERO,17.05,-95.43,5.9,0.284166667,110,8,2004,OAX,revisado,6,49
1088,8 km al NORESTE de SALINA CRUZ,16.24,-95.15,5.7,0.168865741,51,8,2004,OAX,revisado,4,3
1089,126 km al SUROESTE de LAZARO CARDENAS,29.52,-116.55,5.1,0.024490741,10,8,2004,BC,revisado,0,35
1090,87 km al SURESTE de LAS MARGARITAS,16.03,-91.22,5.3,0.780092593,46,9,2004,CHIS,revisado,18,43
1091,133 km al NOROESTE de SANTA ROSALIA,28.44,-112.81,5.6,0.405069444,35,9,2004,BCS,revisado,9,43
1092,80 km al SUROESTE de PINOTEPA NACIONAL,16,-98.71,5.2,0.860185185,21,11,2004,OAX,revisado,20,38
1093,61 km al SUROESTE de PINOTEPA NACIONAL,15.96,-98.47,5,0.86900463,19,11,2004,OAX,revisado,20,51
1094,257 km al SURESTE de CD HIDALGO,13.29,-90.24,6,0.667893519,58,11,2004,CHIS,revisado,16,1
1095,79 km al SUROESTE de PUERTO ESCONDIDO,15.18,-97.29,5.4,0.189143519,16,12,2004,OAX,revisado,4,32
1096,391 km al SUR de CABO SAN LUCAS,19.43,-109.15,5.3,0.751608796,10,1,2005,BCS,revisado,18,2
1097,369 km al SUR de CABO SAN LUCAS,19.64,-109.11,5.2,0.752881944,10,1,2005,BCS,revisado,18,4
1098,85 km al SUROESTE de AHOME,25.67,-109.97,5.1,0.552650463,10,2,2005,SIN,revisado,13,15
1099,44 km al SUROESTE de MANZANILLO,18.76,-104.6,5.6,0.795821759,7,2,2005,COL,revisado,19,5
1100,45 km al ESTE de MOTOZINTLA,15.26,-91.84,5.2,0.317789352,195,3,2005,CHIS,revisado,7,37
1101,69 km al SURESTE de CRUCECITA,15.21,-95.84,5.1,0.550381944,5,3,2005,OAX,revisado,13,12
1102,146 km al SUROESTE de CD HIDALGO,14.11,-93.37,5,0.055659722,16,4,2005,CHIS,revisado,1,20
1103,98 km al SURESTE de CD HIDALGO,13.87,-91.78,5.2,0.90306713,67,4,2005,CHIS,revisado,21,40
1104,361 km al SUR de CABO SAN LUCAS,19.7,-109.18,5.2,0.962361111,16,4,2005,BCS,revisado,23,5
1105,110 km al SURESTE de SAN FELIPE,30.25,-114.13,5,0.814571759,10,4,2005,BC,revisado,19,32
1106,248 km al SUR de CABO SAN LUCAS,20.71,-109.36,5.9,0.505266204,20,5,2005,BCS,revisado,12,7
1107,55 km al SURESTE de CD HIDALGO,14.2,-92,5.1,0.259675926,174,5,2005,CHIS,revisado,6,13
1108,127 km al NORESTE de SAN JOSE DEL CABO,23.67,-108.66,5.5,0.145023148,7,6,2005,BCS,revisado,3,28
1109,287 km al OESTE de CIHUATLAN,18.86,-107.26,5.9,0.274837963,20,6,2005,JAL,revisado,6,35
1110,54 km al SUROESTE de PINOTEPA NACIONAL,15.99,-98.4,5.8,0.911087963,15,8,2005,OAX,revisado,21,51
1111,41 km al SURESTE de S SEBASTIAN ZINACATEPEC,18.05,-96.99,5,0.843090278,81,9,2005,PUE,revisado,20,14
1112,40 km al SUROESTE de HUETAMO,18.39,-101.19,5,0.640694444,50,12,2005,MICH,revisado,15,22
1113,113 km al SUROESTE de M ALEMAN(LA DOCE),28.38,-112.51,6.6,0.105983796,15,1,2006,SON,revisado,2,32
1114,26 km al SUROESTE de CD ALTAMIRANO,18.14,-100.75,5,0.20443287,51,2,2006,GRO,revisado,4,54
1115,391 km al SUR de CABO SAN LUCAS,19.48,-108.93,5.2,0.730347222,20,3,2006,BCS,revisado,17,31
1116,245 km al OESTE de CIHUATLAN,18.88,-106.86,5.6,0.896145833,13,4,2006,JAL,revisado,21,30
1117,100 km al SUROESTE de CD HIDALGO,13.99,-92.75,5.1,0.109803241,20,5,2006,CHIS,revisado,2,38
1118,102 km al SUROESTE de CD HIDALGO,14.23,-92.98,5.1,0.798252315,26,5,2006,CHIS,revisado,19,9
1119,38 km al ESTE de MOTOZINTLA,15.4,-91.9,5,0.982268519,202,6,2006,CHIS,revisado,23,34
1120,153 km al SURESTE de SALINA CRUZ,14.94,-94.57,5.6,0.335555556,32,6,2006,OAX,revisado,8,3
1121,80 km al SUROESTE de CD DE ARMERIA,18.24,-104.17,5.3,0.559178241,7,7,2006,COL,revisado,13,25
1122,177 km al SUR de SALINA CRUZ,14.6,-94.97,5,0.120231481,16,8,2006,OAX,revisado,2,53
1123,47 km al SUROESTE de HUETAMO,18.36,-101.25,5.2,0.39630787,73,8,2006,MICH,revisado,9,30
1124,73 km al SUROESTE de COALCOMAN,18.27,-103.61,5.1,0.426689815,23,8,2006,MICH,revisado,10,14
1125,7 km al OESTE de RIO GRANDE,16.01,-97.5,5,0.028784722,11,8,2006,OAX,revisado,0,41
1126,64 km al ESTE de CACAHOATAN,14.97,-91.57,5,0.749837963,83,8,2006,CHIS,revisado,17,59
1127,555 km al NORTE de ISLA MUJERES,26.25,-87.26,5.7,0.413993056,10,9,2006,QR,revisado,9,56
1128,97 km al SUR de CD HIDALGO,13.81,-92.01,5,0.346782407,123,9,2006,CHIS,revisado,8,19
1129,130 km al SUROESTE de CD HIDALGO,14.09,-93.2,5,0.500393519,16,10,2006,CHIS,revisado,12,0
1130,125 km al SUR de CD HIDALGO,13.55,-92.26,5.1,0.92244213,25,10,2006,CHIS,revisado,22,8
1131,128 km al SUR de SAN MARCOS,15.64,-99.36,5.1,0.29681713,26,11,2006,GRO,revisado,7,7
1132,79 km al SUROESTE de CD DE ARMERIA,18.33,-104.36,5.6,0.041006944,13,11,2006,COL,revisado,0,59
1133,302 km al SUROESTE de PUERTO VALLARTA,18.96,-107.53,5.3,0.581064815,6,1,2007,JAL,revisado,13,56
1134,118 km al SUROESTE de V HIDALGO(EL NUEVO),21.45,-106.33,5.3,0.328576389,15,1,2007,NAY,revisado,7,53
1135,124 km al OESTE de V HIDALGO(EL NUEVO),21.47,-106.39,5.2,0.131296296,10,2,2007,NAY,revisado,3,9
1136,192 km al SUROESTE de CIHUATLAN,18.75,-106.31,5.1,0.728865741,14,2,2007,JAL,revisado,17,29
1137,269 km al SUR de GUERRERO NEGRO,25.54,-114.35,5,0.062118056,20,2,2007,BCS,revisado,1,29
1138,71 km al ESTE de LORETO,25.96,-110.64,5,0.804560185,12,2,2007,BCS,revisado,19,18
1139,26 km al SURESTE de LORETO,25.82,-111.2,5.2,0.588912037,7,2,2007,BCS,revisado,14,8
1140,113 km al SURESTE de CD HIDALGO,13.95,-91.41,5,0.067280093,120,3,2007,CHIS,revisado,1,36
1141,63 km al NORESTE de LORETO,26.45,-110.94,5.8,0.874282407,19,3,2007,BCS,revisado,20,58
1142,21 km al ESTE de RIO GRANDE,16.06,-97.24,5.1,0.300694444,11,3,2007,OAX,revisado,7,13
1143,118 km al SUROESTE de GUASAVE,24.58,-108.9,5.4,0.306689815,2,3,2007,SIN,revisado,7,21
1144,70 km al SUROESTE de AHOME,25.41,-109.58,5.2,0.353414352,10,3,2007,SIN,revisado,8,28
1145,10 km al SURESTE de ATOYAC DE ALVAREZ,17.13,-100.38,5.6,0.02943287,34,4,2007,GRO,revisado,0,42
1146,16 km al SURESTE de ATOYAC DE ALVAREZ,17.14,-100.3,5.3,0.155405093,36,4,2007,GRO,revisado,3,43
1147,33 km al SUR de PETATLAN,17.24,-101.3,5.1,0.209837963,24,4,2007,GRO,revisado,5,2
1148,127 km al NORESTE de SAN JOSE DEL CABO,23.87,-108.82,5.1,0.41005787,15,5,2007,BCS,revisado,9,50
1149,129 km al ESTE de LA PAZ,24.3,-109.05,5,0.921469907,20,5,2007,BCS,revisado,22,6
1150,169 km al NORESTE de TUXPAM DE RGZ CANO,21.93,-96.14,5.4,0.58974537,16,5,2007,VER,revisado,14,9
1151,33 km al SUROESTE de CD DE ARMERIA,18.67,-104.12,5.1,0.216087963,2,5,2007,COL,revisado,5,11
1152,181 km al SURESTE de CD HIDALGO,13.31,-91.23,5,0.163032407,20,6,2007,CHIS,revisado,3,54
1153,99 km al SUROESTE de MAPASTEPEC,14.72,-93.44,5,0.84525463,26,6,2007,CHIS,revisado,20,17
1154,16 km al NOROESTE de ARRIAGA ,16.32,-94.02,6.2,0.839826389,94,7,2007,CHIS,revisado,20,9
1155,105 km al SURESTE de CD HIDALGO,14.2,-91.31,5.4,0.729236111,121,7,2007,CHIS,revisado,17,30
1156,356 km al SUR de CABO SAN LUCAS,19.75,-109.18,5.1,0.591180556,5,7,2007,BCS,revisado,14,11
1157,364 km al SUR de CABO SAN LUCAS,19.66,-109.27,5.1,0.638078704,30,8,2007,BCS,revisado,15,18
1158,48 km al SUROESTE de TONALA,15.68,-93.91,5,0.329513889,62,8,2007,CHIS,revisado,7,54
1159,92 km al NORESTE de LA PAZ,24.91,-109.97,6.3,0.593287037,2,9,2007,BCS,revisado,14,14
1160,89 km al NOROESTE de LA PAZ,24.88,-110.66,5,0.921909722,12,9,2007,BCS,revisado,22,7
1161,13 km al NORTE de MOTOZINTLA,15.48,-92.27,5,0.533125,161,9,2007,CHIS,revisado,12,47
1162,59 km al SURESTE de SAYULA DE ALEMAN,17.41,-94.7,5,0.229722222,150,9,2007,VER,revisado,5,30
1163,352 km al SUROESTE de PUERTO VALLARTA,19.29,-108.29,5.2,0.19369213,11,10,2007,JAL,revisado,4,38
1164,9 km al SUROESTE de COYUCA DE BENITEZ,16.93,-100.11,5.6,0.024768519,3,11,2007,GRO,revisado,0,35
1165,177 km al SURESTE de CD HIDALGO,13.63,-90.91,5.2,0.483113426,41,11,2007,CHIS,revisado,11,35
1166,48 km al SUROESTE de PIJIJIAPAN,15.28,-93.36,5.6,0.487268519,87,11,2007,CHIS,revisado,11,41
1167,59 km al SURESTE de NUEVA ITALIA,18.65,-101.7,5.6,0.664027778,54,11,2007,MICH,revisado,15,56
1168,94 km al SUR de CD HIDALGO,13.83,-92.12,5.3,0.831076389,64,1,2008,CHIS,revisado,19,56
